Season,Team,pointsFor,pointsAgainst,Wins,Losses,Awins,Hwins,Nwins,Hloss,Aloss,Nloss,Seed,SeedNum,BestWin,BestWinSeed,BestWinWin%
1991,1251,1539,1776,2,22,1,1,0,7,11,4,,,1134.0,,0.34782608695652173
1991,1253,2098,2219,11,17,2,9,0,5,10,2,,,1364.0,,0.4827586206896552
1991,1254,2110,2363,10,18,5,4,1,9,9,0,,,1383.0,,0.5172413793103449
1991,1256,2425,2183,21,9,8,9,4,1,8,0,X12,12.0,1157.0,15.0,0.7931034482758621
1991,1257,2312,2302,14,16,3,9,2,6,8,2,,,1379.0,11.0,0.7407407407407407
1991,1258,2956,3055,14,15,7,6,1,4,7,4,,,1360.0,,0.5714285714285714
1991,1259,2010,2141,12,16,3,7,2,4,11,1,,,1373.0,,0.7096774193548387
1991,1260,2170,2347,10,19,4,5,1,8,8,3,,,1139.0,,0.6428571428571429
1991,1261,2550,2276,19,9,5,14,0,1,6,2,Y06,6.0,1112.0,2.0,0.8125
1991,1263,2051,2138,13,16,4,8,1,5,11,0,,,1183.0,,0.5555555555555556
1991,1264,1993,2046,13,15,4,9,0,4,8,3,,,1389.0,12.0,0.8
1991,1265,1881,2119,6,22,3,3,0,9,10,3,,,1383.0,,0.5172413793103449
1991,1266,2120,2148,11,18,3,8,0,7,10,1,,,1387.0,,0.5625
1991,1267,2211,2265,13,14,5,7,1,6,7,1,,,1190.0,10.0,0.8620689655172413
1991,1268,2245,2222,16,12,3,11,2,3,8,1,,,1425.0,10.0,0.6785714285714286
1991,1269,2053,1927,16,11,6,8,2,3,7,1,,,1336.0,13.0,0.6666666666666666
1991,1270,1669,1789,7,18,3,4,0,9,9,0,,,1402.0,,0.32
1991,1271,2014,2385,4,23,1,3,0,8,14,1,,,1383.0,,0.5172413793103449
1991,1272,2309,2243,16,14,4,11,1,4,9,1,,,1293.0,13.0,0.7666666666666667
1991,1273,1688,2213,2,25,0,2,0,9,14,2,,,1139.0,,0.6428571428571429
1991,1274,2027,2078,9,19,0,8,1,7,11,1,,,1280.0,5.0,0.7142857142857143
1991,1275,2225,2130,16,12,4,11,1,2,8,2,,,1185.0,12.0,0.7857142857142857
1991,1276,2049,2044,14,14,3,10,1,5,8,1,,,1428.0,4.0,0.8928571428571429
1991,1277,1996,1924,18,10,6,12,0,2,7,1,Z05,5.0,1326.0,1.0,0.8928571428571429
1991,1278,2001,1965,12,16,3,9,0,7,9,0,,,1296.0,13.0,0.8275862068965517
1991,1279,2066,2179,9,19,2,6,1,8,8,3,,,1435.0,9.0,0.5862068965517241
1991,1280,2286,2097,20,8,7,13,0,1,4,3,W05,5.0,1246.0,,0.7857142857142857
1991,1281,2315,2117,19,10,3,13,3,2,7,1,,,1304.0,3.0,0.7878787878787878
1991,1282,2025,2044,12,13,4,8,0,5,8,0,,,1184.0,,0.6153846153846154
1991,1283,2335,2153,21,11,5,12,4,2,8,1,,,1419.0,15.0,0.78125
1991,1284,1948,1838,19,10,7,8,4,2,7,1,,,1192.0,,0.7333333333333333
1991,1285,2221,2048,21,7,7,14,0,2,5,0,Z16,16.0,1129.0,,0.6428571428571429
1991,1286,2051,2137,10,16,1,8,1,4,11,1,,,1129.0,,0.6428571428571429
1991,1287,2029,2143,14,13,6,8,0,4,9,0,,,1454.0,,0.6296296296296297
1991,1288,2127,2481,7,22,2,4,1,5,13,4,,,1299.0,,0.5833333333333334
1991,1290,1945,2121,6,17,2,4,0,5,11,1,,,1299.0,,0.5833333333333334
1991,1291,2138,2293,8,19,2,5,1,8,10,1,,,1284.0,,0.6551724137931034
1991,1292,2274,2129,19,9,9,7,3,4,5,0,,,1164.0,,0.6428571428571429
1991,1293,2361,2076,23,7,7,10,6,0,6,1,X13,13.0,1304.0,3.0,0.7878787878787878
1991,1296,1967,1641,24,5,11,10,3,1,4,0,Y13,13.0,1177.0,9.0,0.7142857142857143
1991,1298,2438,2575,8,21,3,4,1,8,9,4,,,1241.0,,0.6785714285714286
1991,1299,1955,1941,14,10,5,8,1,2,7,1,,,1283.0,,0.65625
1991,1301,2591,2429,19,10,5,13,1,1,8,1,W06,6.0,1314.0,1.0,0.8333333333333334
1991,1302,2003,2554,2,25,1,1,0,8,16,1,,,1109.0,,0.08
1991,1304,2893,2583,26,7,8,14,4,1,4,2,Y03,3.0,1296.0,13.0,0.8275862068965517
1991,1305,2177,2191,16,14,6,10,0,3,7,4,,,1285.0,16.0,0.75
1991,1306,1657,2058,3,25,1,1,1,9,16,0,,,1221.0,,0.5862068965517241
1991,1307,2176,1997,19,9,5,14,0,2,6,1,W14,14.0,1428.0,4.0,0.8928571428571429
1991,1308,2182,1887,22,5,8,14,0,1,3,1,Z06,6.0,1307.0,14.0,0.6785714285714286
1991,1309,2168,1919,22,7,7,15,0,3,4,0,X14,14.0,1375.0,13.0,0.7241379310344828
1991,1310,1872,2109,8,20,3,4,1,7,11,2,,,1389.0,12.0,0.8
1991,1311,2222,2663,3,25,2,1,0,10,12,3,,,1317.0,,0.5666666666666667
1991,1314,2641,2154,25,5,7,11,7,2,2,1,W01,1.0,1181.0,2.0,0.7878787878787878
1991,1317,2648,2634,17,13,5,11,1,2,8,3,,,1426.0,,0.6666666666666666
1991,1318,2475,2320,22,10,8,13,1,1,5,4,W16,16.0,1183.0,,0.5555555555555556
1991,1319,1883,2323,3,23,0,3,0,10,12,1,,,1209.0,16.0,0.5333333333333333
1991,1320,1924,2008,12,17,3,8,1,4,10,3,,,1183.0,,0.5555555555555556
1991,1321,1828,2153,3,23,0,1,2,10,11,2,,,1171.0,,0.32
1991,1322,1867,2035,5,21,2,3,0,11,9,1,,,1372.0,,0.4074074074074074
1991,1323,2233,2377,12,20,3,9,0,8,7,5,,,1200.0,,0.7666666666666667
1991,1325,1748,1787,15,12,5,9,1,2,8,2,,,1185.0,12.0,0.7857142857142857
1991,1326,2388,1885,25,3,7,15,3,0,3,0,Y01,1.0,1231.0,2.0,0.8709677419354839
1991,1328,2644,2518,14,14,3,8,3,6,7,1,,,1329.0,3.0,0.7586206896551724
1991,1329,2346,1928,22,7,7,14,1,0,5,2,W03,3.0,1304.0,3.0,0.7878787878787878
1991,1330,2425,2407,14,18,4,7,3,7,8,3,,,1378.0,,0.6551724137931034
1991,1332,2128,2180,13,15,2,10,1,4,11,0,,,1112.0,2.0,0.8125
1991,1333,2084,2161,14,14,1,12,1,2,11,1,,,1417.0,4.0,0.7333333333333333
1991,1334,2129,2125,14,15,2,10,2,3,10,2,,,1395.0,,0.6428571428571429
1991,1335,1767,1891,9,17,3,6,0,5,11,1,,,1463.0,,0.56
1991,1336,2234,2068,20,10,6,11,3,3,7,0,W13,13.0,1396.0,10.0,0.7
1991,1337,2224,2062,21,8,8,9,4,4,3,1,Z14,14.0,1360.0,,0.5714285714285714
1991,1338,2439,2273,18,11,7,10,1,2,7,2,X06,6.0,1393.0,2.0,0.8333333333333334
1991,1339,2036,2355,5,22,1,4,0,8,13,1,,,1211.0,,0.48148148148148145
1991,1341,1795,2388,1,21,0,1,0,5,15,1,,,1212.0,,0.21428571428571427
1991,1343,1554,1225,23,2,12,8,3,0,2,0,W08,8.0,1157.0,15.0,0.7931034482758621
1991,1344,2424,2255,17,12,2,15,0,2,9,1,,,1393.0,2.0,0.8333333333333334
1991,1345,1946,1842,17,11,6,11,0,5,6,0,W07,7.0,1326.0,1.0,0.8928571428571429
1991,1347,1862,1762,18,7,7,10,1,1,5,1,,,1352.0,,0.6071428571428571
1991,1348,1970,2102,10,17,3,6,1,6,10,1,,,1396.0,10.0,0.7
1991,1349,2083,2053,15,13,5,9,1,4,7,2,,,1222.0,,0.6428571428571429
1991,1350,2086,1968,20,9,9,11,0,3,5,1,W15,15.0,1241.0,,0.6785714285714286
1991,1351,2100,2153,14,16,4,7,3,4,12,0,,,1192.0,,0.7333333333333333
1991,1352,2264,2136,17,11,7,9,1,1,10,0,,,1384.0,15.0,0.7741935483870968
1991,1353,2049,2029,18,9,7,10,1,2,6,1,X09,9.0,1396.0,10.0,0.7
1991,1354,2010,1988,13,13,3,9,1,2,9,2,,,1292.0,,0.6785714285714286
1991,1356,2272,2047,16,13,3,10,3,3,9,1,,,1453.0,12.0,0.7857142857142857
1991,1358,1857,2139,5,20,2,3,0,5,12,3,,,1426.0,,0.6666666666666666
1991,1359,1928,2292,6,22,1,5,0,6,12,4,,,1204.0,,0.5185185185185185
1991,1360,2302,2159,16,12,6,8,2,4,7,1,,,1337.0,14.0,0.7241379310344828
1991,1361,1845,1929,11,16,2,7,2,6,9,1,,,1117.0,,0.7142857142857143
1991,1362,2119,2308,11,17,0,9,2,5,10,2,,,1192.0,,0.7333333333333333
1991,1363,1838,2147,7,20,3,4,0,8,12,0,,,1450.0,,0.5
1991,1364,2085,2080,14,15,4,8,2,5,8,2,,,1360.0,,0.5714285714285714
1991,1365,2036,1956,15,13,3,10,2,5,7,1,,,1343.0,8.0,0.92
1991,1368,2055,2352,9,19,2,5,2,4,15,0,,,1380.0,,0.64
1991,1371,2263,2006,21,8,3,14,4,1,7,0,Z03,3.0,1389.0,12.0,0.8
1991,1372,1776,1836,11,16,3,7,1,5,11,0,,,1411.0,,0.4482758620689655
1991,1373,2508,2183,22,9,8,12,2,4,4,1,,,1389.0,12.0,0.8
1991,1374,2054,2095,12,17,2,9,1,5,11,1,,,1427.0,,0.75
1991,1375,2575,2387,21,8,6,11,4,1,6,1,Z13,13.0,1379.0,11.0,0.7407407407407407
1991,1376,2072,1939,18,12,3,11,4,3,6,3,,,1314.0,1.0,0.8333333333333334
1991,1378,2151,2044,19,10,5,13,1,3,6,1,,,1375.0,13.0,0.7241379310344828
1991,1379,2245,2104,20,7,8,9,3,2,4,1,W11,11.0,1419.0,15.0,0.78125
1991,1380,2544,2315,16,9,6,9,1,1,7,1,,,1106.0,,0.5769230769230769
1991,1381,2235,2097,13,12,6,7,0,3,9,0,,,1454.0,,0.6296296296296297
1991,1382,1937,2313,4,23,0,4,0,11,11,1,,,1263.0,,0.4482758620689655
1991,1383,2328,2302,15,14,7,8,0,7,7,0,,,1384.0,15.0,0.7741935483870968
1991,1384,2596,2375,24,7,6,17,1,1,5,1,Z15,15.0,1200.0,,0.7666666666666667
1991,1385,2020,1884,20,8,5,13,2,2,6,0,Y04,4.0,1393.0,2.0,0.8333333333333334
1991,1386,2389,2442,13,17,4,9,0,7,10,0,,,1396.0,10.0,0.7
1991,1387,2518,2530,18,14,4,12,2,3,8,3,,,1462.0,14.0,0.7
1991,1388,2180,2232,13,16,3,8,2,4,8,4,,,1129.0,,0.6428571428571429
1991,1389,2122,1881,24,6,8,9,7,1,4,1,Y12,12.0,1285.0,16.0,0.75
1991,1390,2145,1992,15,13,3,12,0,4,8,1,,,1417.0,4.0,0.7333333333333333
1991,1391,2286,2216,15,16,6,7,2,6,7,3,,,1140.0,10.0,0.625
1991,1393,2509,2222,25,5,6,15,4,1,3,1,W02,2.0,1231.0,2.0,0.8709677419354839
1991,1395,2044,1992,18,10,5,12,1,2,6,2,,,1400.0,5.0,0.7333333333333333
1991,1396,2088,1912,21,9,8,11,2,2,6,1,W10,10.0,1337.0,14.0,0.7241379310344828
1991,1397,2610,2702,12,21,1,7,4,9,10,2,,,1280.0,5.0,0.7142857142857143
1991,1398,2033,2351,4,22,1,2,1,8,14,0,,,1293.0,13.0,0.7666666666666667
1991,1399,2152,2208,10,16,3,7,0,4,11,1,,,1379.0,11.0,0.7407407407407407
1991,1400,2628,2403,22,8,7,12,3,1,5,2,Y05,5.0,1116.0,1.0,0.9090909090909091
1991,1401,1982,2253,7,21,2,2,3,9,7,5,,,1147.0,,0.5862068965517241
1991,1402,1936,2109,8,17,3,4,1,7,9,1,,,1264.0,,0.4642857142857143
1991,1403,1853,2010,6,22,3,2,1,10,9,3,,,1305.0,,0.5333333333333333
1991,1405,2235,2304,15,16,3,9,3,5,9,2,,,1318.0,16.0,0.6875
1991,1406,2242,2196,19,10,8,10,1,3,5,2,Y16,16.0,1137.0,,0.5666666666666667
1991,1408,2183,2065,15,13,4,11,0,3,7,3,,,1309.0,14.0,0.7586206896551724
1991,1409,2212,2012,18,11,4,12,2,1,8,2,,,1166.0,11.0,0.7666666666666667
1991,1410,2048,2312,7,21,2,4,1,8,12,1,,,1309.0,14.0,0.7586206896551724
1991,1411,2298,2355,13,16,2,11,0,2,12,2,,,1460.0,,0.6923076923076923
1991,1412,2370,2301,17,12,2,13,2,1,8,3,,,1384.0,15.0,0.7741935483870968
1991,1414,2544,2770,11,19,2,7,2,6,11,2,,,1106.0,,0.5769230769230769
1991,1416,1902,1997,9,16,2,7,0,7,8,1,,,1249.0,,0.5357142857142857
1991,1417,2805,2463,22,8,5,15,2,2,6,0,W04,4.0,1337.0,14.0,0.7241379310344828
1991,1418,2824,2591,21,10,7,11,3,4,6,0,,,1419.0,15.0,0.78125
1991,1419,2696,2376,25,7,10,14,1,0,5,2,Y15,15.0,1256.0,12.0,0.7
1991,1420,1880,2225,6,22,1,4,1,6,15,1,,,1174.0,,0.5357142857142857
1991,1421,1718,1975,5,19,1,4,0,7,11,1,,,1172.0,,0.3333333333333333
1991,1423,1812,1898,10,16,3,6,1,5,9,2,,,1391.0,,0.4838709677419355
1991,1424,3022,2154,30,0,14,12,4,0,0,0,Z01,1.0,1343.0,8.0,0.92
1991,1425,2287,2073,19,9,5,12,2,2,7,0,X10,10.0,1112.0,2.0,0.8125
1991,1426,2440,2392,18,9,9,7,2,2,7,0,,,1419.0,15.0,0.78125
1991,1427,2586,2306,21,7,8,11,2,1,4,2,,,1426.0,,0.6666666666666666
1991,1428,2031,1778,25,3,11,13,1,0,2,1,Z04,4.0,1307.0,14.0,0.6785714285714286
1991,1429,2277,2368,11,17,2,8,1,4,12,1,,,1364.0,,0.4827586206896552
1991,1431,1844,1759,14,13,3,11,0,4,9,0,,,1283.0,,0.65625
1991,1433,2265,2366,13,17,4,8,1,6,9,2,,,1375.0,13.0,0.7241379310344828
1991,1434,1621,1935,5,22,2,3,0,8,13,1,,,1453.0,12.0,0.7857142857142857
1991,1435,2140,2046,17,12,2,13,2,3,9,0,Z09,9.0,1246.0,,0.7857142857142857
1991,1436,1892,1897,13,13,6,5,2,6,7,0,,,1318.0,16.0,0.6875
1991,1437,2214,2196,16,14,6,5,5,7,5,2,W09,9.0,1393.0,2.0,0.8333333333333334
1991,1438,2405,2201,21,11,6,10,5,4,5,2,Z07,7.0,1181.0,2.0,0.7878787878787878
1991,1439,2133,2299,13,16,4,7,2,5,8,3,,,1350.0,15.0,0.6896551724137931
1991,1440,1841,2043,8,18,4,4,0,5,11,2,,,1350.0,15.0,0.6896551724137931
1991,1441,1922,2103,7,17,3,4,0,7,9,1,,,1267.0,,0.48148148148148145
1991,1442,1905,2024,11,15,3,6,2,4,10,1,,,1238.0,,0.5666666666666667
1991,1443,2358,2382,14,14,2,11,1,2,10,2,,,1378.0,,0.6551724137931034
1991,1444,1725,1971,4,22,1,3,0,8,14,0,,,1373.0,,0.7096774193548387
1991,1447,2133,2477,4,26,2,1,1,11,12,3,,,1463.0,,0.56
1991,1448,2256,2087,18,10,5,13,0,2,6,2,X05,5.0,1181.0,2.0,0.7878787878787878
1991,1449,1741,1779,12,14,2,9,1,5,8,1,,,1112.0,2.0,0.8125
1991,1450,1876,1874,12,12,3,7,2,4,8,0,,,1113.0,8.0,0.6785714285714286
1991,1451,2021,2004,11,16,5,6,0,7,8,1,,,1129.0,,0.6428571428571429
1991,1452,2542,2340,16,13,3,12,1,2,10,1,,,1396.0,10.0,0.7
1991,1453,1887,1724,22,6,10,12,0,2,3,1,Z12,12.0,1296.0,13.0,0.8275862068965517
1991,1454,2285,2138,17,10,7,10,0,4,6,0,,,1460.0,,0.6923076923076923
1991,1455,2052,2225,14,17,3,9,2,5,8,4,,,1329.0,3.0,0.7586206896551724
1991,1456,1787,1860,11,15,6,5,0,5,7,3,,,1350.0,15.0,0.6896551724137931
1991,1457,1500,1783,7,17,2,5,0,5,11,1,,,1165.0,,0.5
1991,1458,1826,1804,13,13,4,9,0,4,9,0,,,1426.0,,0.6666666666666666
1991,1460,2400,2319,18,8,5,13,0,0,7,1,,,1293.0,13.0,0.7666666666666667
1991,1461,2232,2096,16,11,6,10,0,5,5,1,,,1285.0,16.0,0.75
1991,1462,2452,2248,21,9,7,12,2,3,6,0,Y14,14.0,1139.0,,0.6428571428571429
1991,1463,1551,1473,14,11,6,7,1,4,7,0,,,1165.0,,0.5
1991,1464,1976,2079,8,16,3,5,0,6,10,0,,,1454.0,,0.6296296296296297
1992,1102,1522,1739,5,20,1,4,0,8,10,2,,,1431.0,9.0,0.7777777777777778
1992,1103,1851,1895,15,12,5,10,0,2,8,2,,,1453.0,,0.8571428571428571
1992,1104,2602,2380,25,8,6,13,6,3,4,1,Z05,5.0,1116.0,3.0,0.7586206896551724
1992,1106,2034,2016,11,13,4,6,1,3,6,4,,,1380.0,,0.5384615384615384
1992,1108,2304,2343,14,14,4,9,1,3,10,1,,,1290.0,16.0,0.56
1992,1110,2140,2289,11,18,3,6,2,5,12,1,,,1158.0,,0.6521739130434783
1992,1111,2031,2036,13,14,3,8,2,3,9,2,,,1151.0,,0.7407407407407407
1992,1112,2549,2047,24,6,7,15,2,1,5,0,Z03,3.0,1191.0,8.0,0.8275862068965517
1992,1113,2129,2156,18,13,4,13,1,4,7,2,,,1112.0,3.0,0.8
1992,1114,2119,2069,16,13,4,10,2,3,9,1,,,1443.0,,0.6551724137931034
1992,1116,2580,2248,22,7,8,10,4,1,4,2,Y03,3.0,1246.0,2.0,0.8125
1992,1117,1859,1823,17,11,5,11,1,2,8,1,,,1256.0,,0.7241379310344828
1992,1119,1483,1801,4,24,2,1,1,9,12,3,,,1440.0,,0.3076923076923077
1992,1120,1994,2033,9,15,2,6,1,4,10,1,,,1104.0,5.0,0.7575757575757576
1992,1122,2078,2282,9,17,1,7,1,3,12,2,,,1190.0,14.0,0.8076923076923077
1992,1123,1888,1674,20,8,7,11,2,2,5,1,,,1275.0,13.0,0.75
1992,1124,2042,2019,13,15,5,7,1,7,6,2,,,1427.0,,0.6923076923076923
1992,1126,2015,2571,4,24,1,2,1,7,15,2,,,1175.0,,0.4230769230769231
1992,1129,1916,1891,15,13,3,12,0,4,8,1,,,1444.0,,0.7241379310344828
1992,1130,2184,2039,16,13,4,11,1,4,7,2,,,1371.0,4.0,0.7142857142857143
1992,1131,1843,2085,9,18,2,7,0,7,10,1,,,1299.0,,0.64
1992,1132,1741,1716,13,14,3,8,2,3,9,2,,,1275.0,13.0,0.75
1992,1133,1659,1906,7,23,2,5,0,8,12,3,,,1151.0,,0.7407407407407407
1992,1134,1871,2193,5,23,1,4,0,9,13,1,,,1254.0,,0.3793103448275862
1992,1135,1687,1834,10,15,2,7,1,3,12,0,,,1463.0,,0.64
1992,1137,2335,2176,20,9,8,9,3,2,6,1,,,1174.0,13.0,0.8928571428571429
1992,1138,1737,2308,2,26,1,1,0,8,15,3,,,1175.0,,0.4230769230769231
1992,1139,2446,2328,21,9,7,11,3,4,3,2,,,1336.0,,0.75
1992,1140,2484,2133,25,6,7,14,4,1,4,1,X10,10.0,1343.0,11.0,0.8
1992,1141,1714,1846,8,16,2,5,1,4,10,2,,,1325.0,,0.6153846153846154
1992,1143,2119,2155,10,18,2,7,1,8,8,2,,,1264.0,,0.7419354838709677
1992,1144,1759,1718,15,11,6,5,4,4,6,1,W16,16.0,1251.0,,0.7307692307692307
1992,1145,1993,2196,6,22,0,5,1,7,12,3,,,1310.0,,0.5
1992,1147,2037,2277,7,18,1,5,1,7,10,1,,,1204.0,15.0,0.8076923076923077
1992,1148,2057,2449,7,21,1,4,2,6,13,2,,,1254.0,,0.3793103448275862
1992,1149,1682,1775,12,14,5,5,2,4,9,1,,,1251.0,,0.7307692307692307
1992,1150,2186,2023,21,8,6,11,4,3,5,0,W07,7.0,1104.0,5.0,0.7575757575757576
1992,1151,2122,1960,20,7,8,10,2,1,5,1,,,1190.0,14.0,0.8076923076923077
1992,1152,1910,2338,5,20,2,3,0,5,15,0,,,1178.0,,0.41379310344827586
1992,1153,2291,1835,25,4,8,15,2,2,2,0,Y04,4.0,1275.0,13.0,0.75
1992,1154,1734,2015,7,18,2,4,1,6,11,1,,,1202.0,,0.6
1992,1155,1969,1978,12,14,1,9,2,4,8,2,,,1199.0,3.0,0.6785714285714286
1992,1156,1945,1939,15,13,9,6,0,8,4,1,,,1103.0,,0.5555555555555556
1992,1157,1683,1874,8,19,4,4,0,4,9,6,,,1158.0,,0.6521739130434783
1992,1158,1610,1461,15,8,6,9,0,1,7,0,,,1150.0,7.0,0.7241379310344828
1992,1159,1983,2048,14,14,6,7,1,3,11,0,,,1137.0,,0.6896551724137931
1992,1160,1994,2036,13,15,1,12,0,4,10,1,,,1329.0,2.0,0.7666666666666667
1992,1161,1792,1918,11,17,5,6,0,6,11,0,,,1428.0,,0.6296296296296297
1992,1162,1760,1817,9,16,2,7,0,3,12,1,,,1463.0,,0.64
1992,1163,2230,1990,19,9,5,14,0,2,7,0,Z09,9.0,1393.0,6.0,0.7
1992,1164,2158,2048,14,13,6,8,0,4,8,1,,,1197.0,,0.5185185185185185
1992,1165,1688,1822,6,19,0,6,0,5,14,0,,,1343.0,11.0,0.8
1992,1166,1806,1960,9,19,3,6,0,7,9,3,,,1283.0,12.0,0.7586206896551724
1992,1168,2121,2148,12,16,3,9,0,4,12,0,,,1253.0,,0.5925925925925926
1992,1169,1801,2009,9,17,3,6,0,3,14,0,,,1454.0,,0.6923076923076923
1992,1170,1922,2318,3,23,0,3,0,7,15,1,,,1454.0,,0.6923076923076923
1992,1171,1391,1563,9,16,2,7,0,6,9,1,,,1463.0,,0.64
1992,1172,1635,1768,8,17,3,5,0,6,10,1,,,1251.0,,0.7307692307692307
1992,1173,2150,2147,15,15,3,12,0,4,8,3,,,1191.0,8.0,0.8275862068965517
1992,1174,2278,1964,25,3,11,13,1,2,1,0,Y13,13.0,1284.0,,0.6896551724137931
1992,1175,1987,2151,11,15,3,8,0,1,11,3,,,1174.0,13.0,0.8928571428571429
1992,1177,2280,2127,20,8,6,13,1,2,4,2,X05,5.0,1153.0,4.0,0.8620689655172413
1992,1178,2269,2266,12,17,4,7,1,7,9,1,,,1218.0,,0.5714285714285714
1992,1179,1536,1727,5,21,2,3,0,9,12,0,,,1161.0,,0.39285714285714285
1992,1180,2170,2127,16,14,4,10,2,4,9,1,,,1137.0,,0.6896551724137931
1992,1181,2673,2226,28,2,11,13,4,0,2,0,W01,1.0,1417.0,1.0,0.8571428571428571
1992,1182,2091,2131,12,15,4,7,1,5,9,1,,,1412.0,,0.7037037037037037
1992,1183,1972,1983,16,13,5,8,3,4,9,0,X15,15.0,1453.0,,0.8571428571428571
1992,1184,2158,2140,16,13,4,8,4,3,7,3,,,1224.0,16.0,0.5862068965517241
1992,1185,1963,2131,7,22,2,4,1,8,10,4,,,1444.0,,0.7241379310344828
1992,1186,1801,1992,5,21,0,3,2,8,12,1,,,1451.0,,0.5357142857142857
1992,1187,1760,1934,7,18,1,6,0,4,13,1,,,1144.0,16.0,0.5769230769230769
1992,1190,2212,1969,21,5,10,7,4,2,2,1,Z14,14.0,1151.0,,0.7407407407407407
1992,1191,2320,1976,24,5,6,15,3,1,4,0,Y08,8.0,1356.0,,0.7586206896551724
1992,1192,1941,1999,14,14,6,8,0,6,8,0,,,1284.0,,0.6896551724137931
1992,1193,1910,2074,8,20,1,5,2,6,12,2,,,1137.0,,0.6896551724137931
1992,1196,1910,1853,16,12,6,10,0,4,6,2,,,1246.0,2.0,0.8125
1992,1197,2135,2099,14,13,5,6,3,3,8,2,,,1299.0,,0.64
1992,1198,1697,1859,7,17,2,5,0,5,11,1,,,1209.0,,0.48148148148148145
1992,1199,2335,2177,19,9,7,11,1,3,3,3,X03,3.0,1314.0,4.0,0.7
1992,1200,2147,2017,18,12,8,7,3,4,8,0,W14,14.0,1220.0,,0.6896551724137931
1992,1201,2291,2284,15,16,2,11,2,4,10,2,,,1308.0,12.0,0.7586206896551724
1992,1202,1940,1837,15,10,6,8,1,3,5,2,,,1190.0,14.0,0.8076923076923077
1992,1203,2052,2066,16,12,4,9,3,3,7,2,,,1269.0,3.0,0.8709677419354839
1992,1204,2330,2034,21,5,7,13,1,1,4,0,Z15,15.0,1337.0,11.0,0.8214285714285714
1992,1206,1803,2044,6,21,1,5,0,7,11,3,,,1350.0,,0.7586206896551724
1992,1207,1819,1662,17,9,8,8,1,3,4,2,X06,6.0,1371.0,4.0,0.7142857142857143
1992,1208,2117,2039,14,14,2,8,4,3,9,2,,,1116.0,3.0,0.7586206896551724
1992,1209,2191,2150,13,14,3,9,1,2,12,0,,,1180.0,,0.5333333333333333
1992,1210,2590,2387,21,11,4,13,4,3,5,3,Y07,7.0,1246.0,2.0,0.8125
1992,1211,2006,1930,18,10,5,10,3,3,6,1,,,1463.0,,0.64
1992,1212,1993,2343,4,21,1,3,0,8,10,3,,,1322.0,,0.4583333333333333
1992,1216,1704,1909,6,21,2,4,0,10,11,0,,,1436.0,,0.5185185185185185
1992,1217,1624,1952,6,19,1,5,0,6,11,2,,,1463.0,,0.64
1992,1218,1993,1944,16,12,3,12,1,5,6,1,,,1140.0,10.0,0.8064516129032258
1992,1220,2105,1934,20,9,8,11,1,2,3,4,,,1264.0,,0.7419354838709677
1992,1221,2305,2167,17,11,6,9,2,2,8,1,,,1137.0,,0.6896551724137931
1992,1222,2248,1993,24,5,9,11,4,2,3,0,Y10,10.0,1395.0,,0.6875
1992,1224,2033,2053,17,12,5,9,3,1,11,0,Y16,16.0,1299.0,,0.64
1992,1225,2130,2140,16,13,4,10,2,1,10,2,,,1285.0,14.0,0.8928571428571429
1992,1226,2347,2492,9,20,1,6,2,4,13,3,,,1305.0,,0.6428571428571429
1992,1227,2215,2146,15,14,5,9,1,3,10,1,,,1103.0,,0.5555555555555556
1992,1228,1984,1954,13,15,2,11,0,5,9,1,,,1277.0,5.0,0.75
1992,1229,1910,1866,18,11,7,10,1,3,5,3,,,1283.0,12.0,0.7586206896551724
1992,1231,2385,1870,23,6,7,14,2,0,4,2,X02,2.0,1153.0,4.0,0.8620689655172413
1992,1232,1697,1757,13,15,4,8,1,4,9,2,,,1283.0,12.0,0.7586206896551724
1992,1233,2148,2195,14,15,4,9,1,3,10,2,,,1264.0,,0.7419354838709677
1992,1234,2264,1989,18,10,4,13,1,2,8,0,W09,9.0,1326.0,1.0,0.8214285714285714
1992,1235,2283,2125,17,12,2,12,3,2,7,3,W10,10.0,1242.0,1.0,0.8571428571428571
1992,1238,2024,2096,10,16,3,6,1,4,10,2,,,1282.0,,0.68
1992,1239,2262,2358,12,17,2,9,1,7,9,1,,,1443.0,,0.6551724137931034
1992,1241,2456,2156,21,10,7,11,3,3,6,1,,,1350.0,,0.7586206896551724
1992,1242,2366,1930,24,4,8,11,5,1,3,0,Y01,1.0,1337.0,11.0,0.8214285714285714
1992,1243,1838,1904,13,13,2,10,1,4,7,2,,,1281.0,5.0,0.7037037037037037
1992,1245,1670,1739,8,19,2,6,0,4,10,5,,,1123.0,,0.7142857142857143
1992,1246,2701,2332,26,6,5,15,6,2,3,1,W02,2.0,1269.0,3.0,0.8709677419354839
1992,1247,2410,2164,20,10,8,7,5,3,5,2,W13,13.0,1140.0,10.0,0.8064516129032258
1992,1248,1790,1975,7,20,2,5,0,6,13,1,,,1200.0,14.0,0.6
1992,1249,2453,2416,11,19,2,9,0,6,9,4,,,1418.0,13.0,0.6666666666666666
1992,1250,2320,2323,13,15,2,10,1,2,12,1,,,1221.0,,0.6071428571428571
1992,1251,1956,1740,19,7,7,11,1,1,5,1,,,1347.0,,0.6666666666666666
